COUNTRY,INDICATOR,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
World,"Groundnuts, Unit prices, US dollars per metric tonne",1394.643,1418.139,933.271,1088.722,943.515,774.948,855.708,595.461,640.762,788.533,1065.561,1069.457,649.324,927.639,921.029,816.673,810.112,874.209,795.104,762.64,785.509,753.254,654.928,855.903,910,769.105,828.856,1177.468,1567.72,994.615,1239.384,1724.038,1688.178,2318.164,2148.265,1946.212,1798.298,1949.405,2048.378,1846.095,1935.61,2085.855,2426.16,2545.564,2482.246,2512.64,2582.419,2582.419,2582.419,2582.419,2582.419
Advanced Economies,"Revenue, General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,,35.397,34.251,34.487,34.832,35.527,36.188,36.593,36.215,34.847,34.608,35.2,35.319,36.5,36.534,36.107,35.924,35.779,35.862,35.612,35.977,36.954,37.36,35.654,35.806,36.307,36.237,36.148,36.122,36.265,36.393
World,"All Items, Consumer price index (CPI), Period average, percent change",17.26,15.022,14.289,13.425,13.96,13.651,11.747,14.516,19.104,22.028,25.438,16.891,39.299,39.676,30.783,16.21,9.539,6.647,6.287,6.176,4.975,4.653,3.724,3.899,3.83,3.973,3.955,4.131,6.31,2.653,3.634,4.965,4.023,3.556,3.172,2.734,2.717,3.268,3.659,3.558,3.341,4.714,8.683,6.741,5.786,4.198,3.709,3.42,3.31,3.233,3.227
Advanced Economies,"Gross domestic product (GDP), Price deflator, Index",41.299,45.217,48.927,51.989,55.151,57.928,60.149,62.019,64.402,67.216,70.242,74.056,76.405,80.711,82.709,84.716,86.38,87.728,88.905,89.724,91.191,92.946,94.399,95.987,97.926,100,102.124,104.463,106.517,107.295,108.31,109.802,111.19,112.639,114.194,115.6,116.706,118.385,120.402,122.178,124.161,128.214,135.592,141.273,145.329,148.717,151.511,154.401,157.268,160.285,163.48
Advanced Economies,"Imports of goods, Volume, Cost insurance freight (CIF), Percent change",-1.04,-0.989,-0.24,4.06,12.048,4.775,8.361,7.551,9.746,7.939,5.276,4.131,6.18,1.486,11.457,10.067,6.756,10.147,5.968,8.332,12.923,-0.787,3.15,5.218,9.601,7.087,8.285,4.982,0.02,-12.966,13.032,5.821,0.611,2.348,3.433,3.623,2.16,4.522,3.911,0.432,-5.953,11.533,5.092,-3.224,1.311,3.412,0.705,1.893,2.225,2.229,2.281
World,"Gross national savings, Percent of GDP",23.71,23.363,22.064,21.268,22.521,22.062,22.027,22.627,23.776,23.899,23.679,23.315,22.553,22.45,22.639,23.149,23.869,24.07,23.753,23.634,24.145,23.386,22.728,22.923,23.826,24.287,25.383,25.524,25.093,23.22,24.849,25.719,25.997,25.982,26.415,26.151,25.807,26.454,26.811,26.809,26.579,27.896,27.801,26.424,26.226,25.923,26.01,26.21,26.398,26.464,26.522
World,"Cotton, Unit prices, US cents per pound",93.733,83.966,72.506,84.098,80.935,59.922,47.937,74.768,63.518,75.945,82.559,76.907,57.934,58.019,79.716,98.301,80.54,79.229,65.53,53.126,59.048,47.997,46.26,63.445,62.006,55.168,58.052,63.284,71.4,62.752,103.544,154.983,89.241,90.401,83.097,70.417,74.214,83.598,91.379,77.879,71.938,101.185,130.139,95.011,86.648,78.582,83.713,83.349,83.509,83.509,83.509
World,"Exports of goods, Volume, Free on board (FOB), Percent change",4.591,4.814,-1.99,1.703,8.952,3.575,3.628,6.22,9.558,7.493,6.505,7.05,6.119,3.74,9.225,10.135,5.822,11.047,4.39,5.052,13.154,0.193,4.021,6.137,10.921,7.445,9.343,6.851,2.017,-11.024,13.219,6.589,3.195,3.255,2.903,2.957,2.219,5.175,3.344,0.165,-5.337,10.768,2.831,-0.349,3.038,3.717,2.019,2.905,3.178,3.024,2.976
World,"Fish, Export price, US dollars per kilogram",7.982,7.249,6.637,5.803,5.254,5.582,6.476,8.059,7.302,5.377,5.902,5.363,5.901,5.01,5.012,4.776,4.111,3.726,3.719,3.569,3.646,2.891,2.937,2.993,3.343,4.063,5.062,4.545,4.848,4.923,6.143,5.957,4.745,6.716,6.6,5.306,7.139,7.444,7.524,6.921,6.1,6.864,8.424,8.957,8.775,7.375,8.714,9.185,9.185,9.185,9.185
Advanced Economies,"Terms of trade of goods and services, percent change",-7.743,-1.886,1.395,1.287,-0.069,0.34,6.764,0.74,0.967,-0.139,-1.272,-0.942,0.591,0.805,1.351,-0.119,-0.064,-0.609,1.348,-0.485,-2.291,0.277,0.812,1.037,-0.203,-1.218,-1.124,0.469,-2.025,2.634,-0.842,-1.45,-0.54,0.81,0.372,1.79,1.076,-0.222,-0.357,0.061,0.89,1.103,-1.611,0.421,0.931,0.409,-0.461,-0.238,-0.332,-0.144,0.15
Advanced Economies,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",29828.965,30261.445,30117.265,30862.311,32134.611,33117.372,33995.677,35060.237,36475.414,37653.781,38462.248,38711.959,39006.228,39003.643,40041.256,40696.883,41658.049,42852.514,43785.84,45083.705,46665.188,47115.674,47567.723,48219.905,49470.821,50543.027,51766.455,52833.463,52647.845,50567.234,51842.649,52462.38,52796.209,53337.624,54188.822,55178.774,55899.284,57111.097,58169.286,59021.211,56421.826,59761.818,61219.799,61791.226,62503.028,63263.849,64141.747,65071.322,66007.681,66878.961,67711.114
World,"Wool, fine, Unit prices, US cents per kilogram",719.135,737.598,689.504,650.031,672.999,596.41,560.478,858.869,1402.54,1115.676,972.694,669.48,600.08,463.258,745.325,775.31,651.588,759.844,552.814,619.25,733.542,623.436,644.408,700.099,716.179,676.923,715.93,972.884,967.946,778.276,1014.388,1637.628,1343.554,1198.126,1075.365,1007.983,1112.991,1434.281,1664.19,1427.544,976.102,1227.592,1154.625,1019.33,926.616,972.015,983.171,983.171,983.171,983.171,983.171
Advanced Economies,"Net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,,-1.663,-3.481,-3.964,-3.239,-2.409,-1.379,-1.257,-3.496,-8.619,-7.612,-6.203,-5.473,-3.695,-3.079,-2.58,-2.645,-2.458,-2.43,-2.978,-10.273,-7.263,-2.902,-4.88,-4.959,-4.613,-4.891,-4.93,-4.983,-4.808,-4.773
World,"Hard logs, import price Japan, Import price, US dollars per cubic meter",141.509,101.594,101.935,91.235,113.34,82.24,97.285,167.465,167.213,167.338,160.281,179.628,196.691,388.98,316.322,257.682,252.146,237.742,162.86,187.025,190.063,159.876,162.403,187.152,197.256,203.12,239.429,267.981,292.297,287.203,278.172,390.512,360.51,305.434,282.041,246.016,274.377,265.429,269.704,273.103,278.991,271.351,227.99,212.376,196.75,201.69,202.67,202.67,202.67,202.67,202.67
World,"Tea, Kenyan, Unit prices, US cents per kilogram",222.792,201.916,193.169,232.464,345.672,198.364,192.85,170.743,178.972,201.175,203.207,184.236,199.741,185.635,183.319,164.156,177.165,237.189,238.563,232.357,248.117,198.123,179.188,194.326,198.151,216.379,241.7,211.929,269.506,313.957,316.737,346.161,348.915,265.601,237.858,340.387,287.43,362.201,298.26,268.276,253.933,267.203,277.948,290.216,328.023,313.309,303.769,303.769,303.769,303.769,303.769
Advanced Economies,"Exports of manufactures, Price deflator, Free on board (FOB), Percent change",17.227,4.767,-3.699,-0.472,0.772,-1.677,5.8,11.115,10.856,2.26,1.831,3.977,-0.6,-0.326,1.363,4.213,1.39,-3.868,-4.45,-1.084,0.201,-3.391,-1.964,2.859,6.519,4.039,2.164,3.319,6.027,-1.835,2.073,4.535,2.407,-2.878,-0.546,-3.065,-5.012,0.129,2.034,0.396,-3.17,6.702,10.347,-1.717,1.253,0.551,-0.116,0.094,0.437,0.797,1.234
Advanced Economies,"Exports of goods, Volume, Free on board (FOB), Percent change",6.511,4.939,-1.06,3.232,10.458,4.702,3.625,6.129,9.152,7.508,6.133,6.796,6.001,2.917,9.592,10.06,5.804,11.596,3.811,5.573,12.627,-0.704,2.715,3.699,9.661,6.442,9.11,6.067,1.41,-12.916,14.33,6.325,1.978,2.616,3.159,3.006,1.697,4.542,2.994,0.394,-6.494,9.939,3.68,-0.943,0.64,2.153,1.433,2.202,2.575,2.398,2.369
World,"Coffee, other mild Arabica, Unit prices, US cents per pound",154.195,128.09,139.721,131.69,144.165,145.563,192.738,112.292,135.101,106.963,89.148,85.027,61.737,71.119,147.349,150.833,121.972,188.928,135.469,103.884,87.204,62.284,61.462,64.173,80.48,114.854,114.409,123.614,139.712,143.755,196.049,271.108,186.442,139.484,200.356,159.904,163.84,150.756,132.715,130.556,150.832,204.694,255.466,205.96,255.445,383.699,369.881,320.516,300.802,300.802,300.802
World,"Non-fuel, Commodity price index",,,,,,,,,,,,,53.141,52.995,58.621,62.642,63.068,59.457,54.194,49.398,51.055,48.941,50.913,57.551,66.147,71.472,87.026,102.222,114.171,97.486,122.485,147.049,135.545,128.273,120.878,100.274,100,106.445,107.812,108.546,115.658,146.574,158.125,149.164,154.687,166.171,173.029,174.149,173.958,174.223,174.433
World,"Food, Commodity price index",,,,,,,,,,,,,57.437,58.27,59.86,62.55,68.103,62.174,66.943,58.789,59.028,59.602,62.708,68.502,75.374,76.309,82.418,93.92,110.416,92.869,105.392,124.971,120.873,120.489,118.594,98.538,100,103.796,102.505,99.37,101.096,128.354,147.402,137.446,133.142,127.231,130.178,131.114,131.495,131.495,131.495
World,"Rice, Thailand, Unit prices, US dollars per metric tonne",433.667,482.833,293.375,276.833,252.25,217.417,195.667,214.417,277.25,299.75,270.667,293.667,267.667,237.25,269.458,320.801,338.064,302.469,305.424,248.968,203.695,172.705,191.826,199.461,245.783,287.811,303.515,332.393,700.2,589.376,520.494,551.711,580.236,519.308,426.475,380.047,388.265,399.075,403.082,396.514,477.838,441.963,419.056,528.572,565.176,394.226,385.131,385.131,385.131,385.131,385.131
World,"Coffee, Robustas, Unit prices, US cents per pound",147.147,102.913,111.042,124.117,138.183,121.243,148.323,102.338,95.107,75.689,54.987,49.833,42.224,52.555,117.24,125.556,81.955,78.673,82.725,67.646,41.558,27.586,29.991,36.916,35.973,50.561,67.579,86.637,105.197,74.544,78.731,109.238,102.844,94.118,100.419,88.037,88.617,100.96,84.775,73.565,68.756,89.824,103.63,119.127,200.75,228.376,217.325,212.683,212.683,212.683,212.683
Advanced Economies,"Terms of trade of goods, percent change",-8.801,-2.29,1.813,1.421,0.426,0.696,8.337,0.638,1.361,-0.763,-1.005,-1.167,1.575,1.728,0.742,0.222,-0.112,-1.128,1.61,-0.682,-2.652,0.319,0.808,1.253,-0.376,-1.687,-1.334,0.563,-2.06,3.46,-1.361,-1.734,-0.827,0.902,0.173,1.894,1.304,-0.156,-0.467,0.011,1.064,1.287,-2.017,0.323,0.685,0.929,-0.199,-0.364,-0.543,-0.315,0.014
World,"Dubai crude, Unit prices, US dollars per barrel",35.846,34.294,31.757,28.468,27.509,26.508,13.039,16.949,13.261,15.692,20.468,16.589,17.176,14.965,14.705,16.128,18.526,18.154,12.213,17.191,26.23,22.822,23.774,26.811,33.76,49.358,61.517,68.571,93.407,61.205,78.198,105.604,109.097,105.604,96.514,50.908,41.47,53.138,69.17,63.162,42.607,68.961,95.289,81.865,80.991,70.706,68.626,68.502,69.145,69.859,70.335
World,"Olive oil, Unit prices, US dollars per metric tonne",2144.462,1956.694,1872.442,1872.475,1855.757,1938.035,2104.032,2278.957,2299.33,2442.766,3212.484,3184.862,3177.944,2703.635,3148.844,4499.513,5965.181,4236.483,3227.048,3650.438,2980.116,2667.275,2900.51,3796.767,4630.934,5519.156,5487.695,4561.026,4167.453,3509.331,3171.265,3062.239,3019.368,3894.458,3780.556,4292.835,3978.466,4529.797,3911.729,3166.333,2628.342,4184.763,4469.885,7709.618,8860.342,5249.346,5279.04,5279.04,5279.04,5279.04,5279.04
World,"Meat, Commodity price index",86.249,90.877,111.495,96.823,94.263,92.027,98.309,99.121,81.816,76.07,95.265,89.195,71.546,79.143,72.274,70.01,87.07,78.171,61.106,61.059,69.256,74.421,68.154,71.433,88.073,86.873,82.865,85.546,88.581,82.249,99.261,114.486,110.082,112.977,134.013,109.556,100,109.891,106.513,111.869,102.76,136.328,152.163,129.378,142.44,159.842,168.039,165.523,165.523,165.523,165.523
World,"Imports of goods, Volume, Cost insurance freight (CIF), Percent change",1.2,1.126,-1.488,2.693,9.896,3.264,6.676,6.904,9.714,7.922,6.539,5.004,6.427,2.769,10.734,10.228,7.117,11.01,4.855,6.167,12.965,0.125,3.99,6.904,11.135,8.36,9.282,7.952,2.826,-12.151,13.741,7.595,2.324,3.284,3.176,2.237,1.896,5.7,4.07,0.057,-5.74,11.179,3.792,-1.365,2.467,3.158,2.037,3.03,3.24,3.064,3.116
Advanced Economies,"Gross national savings, Percent of GDP",23.505,23.408,22.447,21.654,23.087,22.598,22.741,23.105,24.417,24.322,23.675,23.509,22.736,22.469,22.751,23.273,24.119,24.42,24.228,23.78,23.886,22.845,21.902,21.644,22.268,22.391,23.099,22.657,21.261,19.325,20.726,21.372,21.668,21.774,22.392,22.618,22.408,23.002,23.133,23.25,22.559,23.512,22.969,21.976,21.803,21.902,22.004,22.11,22.172,22.111,22.107
World,"Cocoa, Unit prices, US dollars per metric tonne",2603.417,2076.55,1741.815,2118.695,2395.724,2254.555,2068.306,1997.758,1583.75,1242.198,1268,1192.613,1099.42,1111.271,1395.682,1432.542,1455.25,1618.743,1676.003,1135.049,903.906,1088.376,1779.041,1752.503,1551.002,1538.136,1590.538,1954.391,2576.994,2890.881,3130.599,2978.493,2393.439,2439.094,3062.768,3135.166,2891.257,2029.338,2293.739,2340.822,2369.958,2425.518,2369.403,3258.044,7390.564,8248.351,7162.963,6760.546,6760.546,6760.546,6760.546
World,"Aluminum, Unit prices, US dollars per metric tonne",1774.913,1262.73,991.568,1438.436,1251.611,1040.728,1149.709,1565.096,2546.52,1950.714,1639.5,1304.02,1256.275,1139.931,1475.63,1805.02,1506.794,1599.294,1357.572,1359.989,1551.498,1446.747,1351.057,1432.817,1718.496,1900.506,2573.063,2639.861,2577.916,1668.489,2172.994,2400.643,2022.795,1846.677,1867.421,1664.681,1604.182,1967.655,2108.474,1794.488,1704.096,2472.952,2706.988,2256.086,2420.945,2570.995,2631.95,2674.542,2709.25,2737.625,2761.5
Advanced Economies,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",8534.308,9552.433,10161.559,10890.596,11820.322,12641.709,13316.184,14157.485,15349.145,16583.975,17722.634,18606.209,19533.26,20297.616,21424.337,22699.991,23817.276,25078.4,26061.16,27375.476,29160.303,30299.328,31266.28,32522.761,34475.564,36557.535,38840.46,40982.43,41897.205,40720.526,42475.69,44102.289,45424.092,46877.326,48691.563,50297.022,51699.417,53986.202,56430.774,59284.832,58510.13,64683.363,71329.342,75208.557,78470.229,81660.961,84483.945,87380.051,90316.654,93361.762,96554.785
World,"Bananas, Unit prices, US dollars per metric tonne",375.173,401.501,374.805,428.808,369.478,378.071,381.725,393.067,478.133,546.792,540.85,559.462,473.083,443.026,439.791,445.103,469.584,522.56,492.185,373.918,422.274,584.695,527.612,375.191,524.836,576.772,682.85,676.925,843.63,847.951,881.418,975.914,984.282,926.384,931.875,958.709,1002.43,1074.226,1147.749,1142.46,1217.199,1208.373,1492.573,1599.836,1235.822,1054.25,989.911,989.911,989.911,989.911,989.911
Advanced Economies,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",10356.455,11503.591,12155.288,12948.654,13975.563,14862.286,15565.464,16453.678,17724.899,19016.621,20153.653,20971.638,21614.228,22127.347,23200.777,24064.439,25089.378,26253.597,27122.587,28322.668,29979.958,30945.604,31729.126,32805.347,34565.32,36426.699,38456.154,40307.385,40935.245,39561.14,41057.645,42400.229,43475.277,44678.889,46185.261,47473.199,48549.766,50490.756,52565.778,55011.115,54096.856,59761.818,65574.004,68634.981,71149.142,73766.677,76134.909,78533.845,80957.68,83462.634,86086.13
World,"Food and beverage, Commodity price index",64.108,64.108,64.108,64.108,64.108,64.108,64.108,64.108,64.108,64.108,64.108,64.108,56.381,57.553,62.182,64.926,68.44,64.166,67.913,59.084,58.194,57.964,61.342,66.937,73.355,75.181,81.385,92.852,109.426,92.795,105.432,125.434,119.774,118.289,118.026,98.889,100,103.204,101.321,98.043,99.791,126.401,145.102,136.29,138.478,136.331,137.709,137.402,137.455,137.455,137.455
World,"Beverages, Commodity price index",114.295,87.76,89.494,97.44,111.173,99.27,116.181,82.741,80.943,66.044,55.485,51.516,43.905,49.077,89.618,92.997,72.422,87.703,79.38,62.57,48.331,38.61,45.193,48.441,49.492,61.848,69.172,80.238,97.728,91.924,105.901,130.896,106.789,92.292,111.308,103.041,100,96.207,87.326,82.362,84.376,103.313,117.916,122.63,201.543,243.878,226.726,211.714,207.895,207.895,207.895
Advanced Economies,"Exports of goods and services, US dollar",,,,,,,,,,,,,,,,,4975.242,5149.251,5165.891,5530.704,5977.583,5761.752,5989.346,6863.095,8209.503,9005.53,10126.035,11638.929,12944.927,10487.685,12140.771,14078.426,14056.192,14516.613,14874.75,13467.61,13397.536,14571.778,15824.754,15585.191,14077.783,17263.189,19081.235,19045.118,19649.518,20685.385,21398.857,21996.753,22686.926,23465.104,24351.65
World,"Hardwood, Commodity price index",43.056,35.589,32.466,29.058,36.098,26.193,30.985,53.337,53.257,62.649,66.728,69.457,79.224,113.648,112.333,98.414,97.913,88.797,63.788,77.639,77.763,63.9,66.943,72.646,76.763,84.956,97.43,105.898,116.443,107.796,111.025,131.421,122.206,114.263,116.251,106.263,100,95.507,98.457,95.69,96.952,100.766,88.98,87.691,87.915,90.874,92.382,92.382,92.382,92.382,92.382
World,"Hard sawnwood, Dark Red Meranti, Unit prices, US dollars per cubic meter",293.45,258.791,226.311,202.556,251.63,182.584,215.986,371.797,371.235,467.709,517.118,524.76,607.212,758.242,821.441,740.19,740.887,662.329,484.155,601.107,599.176,488.462,517.095,549.621,581.294,659.382,749.343,806.297,889.092,805.524,848.272,939.447,876.342,852.798,897.942,833.251,738.879,702.11,727.943,695.888,702.657,749.952,674.51,677.735,696.542,721.766,736.241,736.241,736.241,736.241,736.241
World,"Nickel, Unit prices, US dollars per metric tonne",6518.67,5953.095,4837.496,4672.753,4752.237,4899.033,3888.766,4872.21,13778.14,13313.039,8864,8163.22,7015.48,5308.167,6331.932,8223.56,7504.094,6924.72,4623.587,6002.506,8630.518,5969.631,6783.306,9630.235,13821.009,14777.815,24125.614,37135.842,21141.465,14666.738,21809.999,22909.142,17541.739,15029.989,16893.375,11862.635,9595.179,10409.635,13114.064,13913.909,13790.427,18467.052,25867.263,21528.675,16815.971,15254.65,15667.01,16306.093,16961.76,17668.093,18378.01
World,"Zinc, Unit prices, US dollars per metric tonne",760.961,845.839,744.794,764.452,921.899,783.375,753.98,798.072,1240.282,1656.22,1517.917,1121.36,1241.834,963.964,998.223,1031.087,1024.975,1314.898,1024.285,1075.8,1127.698,886.819,778.902,827.948,1048.025,1380.524,3266.177,3249.726,1884.831,1658.385,2160.346,2195.532,1950.023,1910.166,2160.971,1931.678,2089.975,2890.866,2922.379,2550.41,2266.771,3002.846,3484.865,2652.953,2776.531,2758.164,2791.594,2757.728,2730.77,2730.77,2730.77
Advanced Economies,"Financial account balance (assets less liabilities), US dollar",-48.05,-22.366,9.72,-10.808,-26.682,-38.268,19.866,-59.818,-38.647,-18.259,-116.078,-83.596,-55.851,17.572,-54.427,29.838,-22.967,-61.293,106.889,-58.966,-330.258,-222.14,-354.657,-328.89,-92.057,-397.237,-563.463,-389.147,-779.891,-73.375,-133.455,-301.261,-146.869,219.983,310.636,238.762,443.671,398.388,477.302,126.223,-42.768,445.503,-118.121,-139.168,165.683,-76.279,42.593,38.956,25.811,1.518,61.907
Advanced Economies,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",-0.937,0.019,-0.351,3.135,11.328,4.054,7.618,7.96,9.432,8.58,5.956,3.556,4.746,0.79,11.214,9.285,6.824,9.435,5.97,7.916,12.132,0.021,2.973,4.308,9.074,6.773,7.872,5.344,0.362,-11.279,11.504,5.288,1.234,2.583,4.056,4.815,2.616,4.733,3.755,1.99,-8.178,10.17,7.357,-0.73,2.104,3.075,1.279,2.186,2.456,2.399,2.352
Advanced Economies,"Employed persons, Persons for countries / Index for country groups",77.845,78.178,77.933,78.342,79.619,80.722,82.101,83.693,85.34,87.063,88.407,88.602,88.595,88.625,89.491,90.482,91.353,92.546,93.34,94.409,96.143,96.807,97.121,97.681,98.611,100,101.688,103.261,103.806,101.549,101.258,101.857,102.491,103.028,104.252,105.591,107.168,108.59,110.177,111.461,108.331,110.344,113.281,115.063,115.874,116.698,117.105,,,,
World,"Palm oil, Unit prices, US dollars per metric tonne",481.84,471.579,367.801,414.353,602.283,413.94,212.376,283.03,361.259,289.572,239.508,280.138,325.33,312.142,437.271,537.622,467.152,490.428,600.847,377.277,261.144,238.398,356.744,410.374,434.722,367.685,416.827,719.148,863.112,644.006,859.942,1076.502,939.834,764.197,739.408,565.09,639.846,647.801,559.859,523.951,666.057,1073.518,1177.001,838.354,923.906,1010.886,1031.27,1013.046,1013.046,1013.046,1013.046
World,"Natural Gas, US Henry Hub Gas, Unit prices, US dollars per metric tonne",,,,,,,,,,,,1.451,1.751,2.114,1.915,1.704,2.689,2.46,2.088,2.261,4.308,3.959,3.361,5.507,5.908,8.895,6.74,6.982,8.858,3.946,4.386,4,2.752,3.728,4.276,2.63,2.553,3.019,3.069,2.529,2.13,3.716,6.516,2.671,2.418,3.368,3.879,3.921,3.807,3.681,3.547
World,"Trade of goods and services, Volume, Percent change",3.114,3.455,-1.55,1.489,8.589,2.641,4.584,6.611,8.937,8.12,6.899,5.391,5.405,2.697,9.459,9.517,6.483,10.25,4.841,5.115,12.505,0.62,3.89,5.719,10.832,7.806,9.16,7.769,2.689,-10.225,11.951,6.984,2.994,3.647,4.083,3.098,2.409,5.421,3.987,1.116,-8.304,10.831,5.788,0.996,3.51,3.56,2.292,3.052,3.24,3.074,3.023
World,"Uranium, Unit prices, US dollars per pound",31.792,24.188,19.896,22.979,17.271,14.354,17.013,16.819,14.713,10.058,9.738,8.45,8.563,10.077,9.421,11.665,15.604,12.098,10.387,10.015,8.285,8.62,9.828,11.236,18.046,27.931,47.685,99.238,64.18,46.671,45.961,56.235,48.899,38.575,33.489,36.815,26.485,22.089,24.544,25.906,29.431,32.856,40.773,48.989,69.694,64.81,78.3,82.267,85.179,87.879,90.414
Advanced Economies,"Current account balance (credit less debit), US dollar",-90.727,-56.092,-39.523,-32.981,-50.234,-54.816,-17.996,-41.35,-25.84,-55.912,-82.039,-28.579,-27.806,59.803,17.969,26.086,15.144,60.725,16.836,-94.049,-241.501,-234.038,-232.083,-238.417,-215.546,-399.931,-466.772,-419.604,-596.059,-84.996,17.989,-38.463,7.197,229.067,239.919,259.49,383.457,482.932,409.473,374.24,128.144,448.047,-264.583,-16.492,49.531,-52.548,39.705,62.191,52.15,30.071,92.712
